"PopName","Area","Sex","Age","AgeInterval","Type","Day","Month","Year","Access","Population","NoteCode1","NoteCode2","NoteCode3","LDB","RefCode"
"ARG",200,"m",71,"1","E",1,7,1990,"O",73894,".",".",".",0,0
"ARG",200,"m",72,"1","E",1,7,1990,"O",68358,".",".",".",0,0
"ARG",200,"m",73,"1","E",1,7,1990,"O",63021,".",".",".",0,0
"ARG",200,"m",74,"1","E",1,7,1990,"O",57948,".",".",".",0,0
"ARG",200,"m",75,"1","E",1,7,1990,"O",53203,".",".",".",0,0
"ARG",200,"m",76,"1","E",1,7,1990,"O",48852,".",".",".",0,0
"ARG",200,"m",77,"1","E",1,7,1990,"O",44959,".",".",".",0,0
"ARG",200,"m",78,"1","E",1,7,1990,"O",41588,".",".",".",0,0
"ARG",200,"m",79,"1","E",1,7,1990,"O",38805,".",".",".",0,0
"ARG",200,"m",80,"1","E",1,7,1990,"O",30009,".",".",".",0,0
"ARG",200,"m",81,"1","E",1,7,1990,"O",23108,".",".",".",0,0
"ARG",200,"m",82,"1","E",1,7,1990,"O",21236,".",".",".",0,0
"ARG",200,"m",83,"1","E",1,7,1990,"O",18490,".",".",".",0,0
"ARG",200,"m",84,"1","E",1,7,1990,"O",14984,".",".",".",0,0
"ARG",200,"m",85,"1","E",1,7,1990,"O",12990,".",".",".",0,0
"ARG",200,"m",86,"1","E",1,7,1990,"O",10852,".",".",".",0,0
"ARG",200,"m",87,"1","E",1,7,1990,"O",8594,".",".",".",0,0
"ARG",200,"m",88,"1","E",1,7,1990,"O",6279,".",".",".",0,0
"ARG",200,"m",89,"1","E",1,7,1990,"O",4942,".",".",".",0,0
"ARG",200,"m",90,"1","E",1,7,1990,"O",3837,".",".",".",0,0
"ARG",200,"m",91,"1","E",1,7,1990,"O",2973,".",".",".",0,0
"ARG",200,"m",92,"1","E",1,7,1990,"O",1902,".",".",".",0,0
"ARG",200,"m",93,"1","E",1,7,1990,"O",1953,".",".",".",0,0
"ARG",200,"m",94,"1","E",1,7,1990,"O",1170,".",".",".",0,0
"ARG",200,"m",95,"1","E",1,7,1990,"O",837,".",".",".",0,0
"ARG",200,"m",96,"1","E",1,7,1990,"O",588,".",".",".",0,0
"ARG",200,"m",97,"1","E",1,7,1990,"O",336,".",".",".",0,0
"ARG",200,"m",98,"1","E",1,7,1990,"O",230,".",".",".",0,0
"ARG",200,"m",99,"+","E",1,7,1990,"O",949,".",".",".",0,0
"ARG",200,"f",0,"1","E",1,7,1990,"O",355621,".",".",".",0,0
"ARG",200,"f",1,"1","E",1,7,1990,"O",340649,".",".",".",0,0
"ARG",200,"f",2,"1","E",1,7,1990,"O",330106,".",".",".",0,0
"ARG",200,"f",3,"1","E",1,7,1990,"O",323374,".",".",".",0,0
"ARG",200,"f",4,"1","E",1,7,1990,"O",319834,".",".",".",0,0
"ARG",200,"f",5,"1","E",1,7,1990,"O",318869,".",".",".",0,0
"ARG",200,"f",6,"1","E",1,7,1990,"O",319860,".",".",".",0,0
"ARG",200,"f",7,"1","E",1,7,1990,"O",322188,".",".",".",0,0
"ARG",200,"f",8,"1","E",1,7,1990,"O",325235,".",".",".",0,0
"ARG",200,"f",9,"1","E",1,7,1990,"O",328382,".",".",".",0,0
"ARG",200,"f",10,"1","E",1,7,1990,"O",332262,".",".",".",0,0
"ARG",200,"f",11,"1","E",1,7,1990,"O",337508,".",".",".",0,0
"ARG",200,"f",12,"1","E",1,7,1990,"O",337245,".",".",".",0,0
"ARG",200,"f",13,"1","E",1,7,1990,"O",328352,".",".",".",0,0
"ARG",200,"f",14,"1","E",1,7,1990,"O",313964,".",".",".",0,0
"ARG",200,"f",15,"1","E",1,7,1990,"O",300351,".",".",".",0,0
"ARG",200,"f",16,"1","E",1,7,1990,"O",286277,".",".",".",0,0
"ARG",200,"f",17,"1","E",1,7,1990,"O",274218,".",".",".",0,0
"ARG",200,"f",18,"1","E",1,7,1990,"O",266047,".",".",".",0,0
"ARG",200,"f",19,"1","E",1,7,1990,"O",260539,".",".",".",0,0
"ARG",200,"f",20,"1","E",1,7,1990,"O",254446,".",".",".",0,0
"ARG",200,"f",21,"1","E",1,7,1990,"O",248238,".",".",".",0,0
"ARG",200,"f",22,"1","E",1,7,1990,"O",243366,".",".",".",0,0
"ARG",200,"f",23,"1","E",1,7,1990,"O",240173,".",".",".",0,0
"ARG",200,"f",24,"1","E",1,7,1990,"O",238179,".",".",".",0,0
"ARG",200,"f",25,"1","E",1,7,1990,"O",236514,".",".",".",0,0
"ARG",200,"f",26,"1","E",1,7,1990,"O",235289,".",".",".",0,0
"ARG",200,"f",27,"1","E",1,7,1990,"O",234025,".",".",".",0,0
"ARG",200,"f",28,"1","E",1,7,1990,"O",232374,".",".",".",0,0
"ARG",200,"f",29,"1","E",1,7,1990,"O",230482,".",".",".",0,0
"ARG",200,"f",30,"1","E",1,7,1990,"O",228795,".",".",".",0,0
"ARG",200,"f",31,"1","E",1,7,1990,"O",227171,".",".",".",0,0
"ARG",200,"f",32,"1","E",1,7,1990,"O",225425,".",".",".",0,0
"ARG",200,"f",33,"1","E",1,7,1990,"O",223490,".",".",".",0,0
"ARG",200,"f",34,"1","E",1,7,1990,"O",221336,".",".",".",0,0
"ARG",200,"f",35,"1","E",1,7,1990,"O",219063,".",".",".",0,0
"ARG",200,"f",36,"1","E",1,7,1990,"O",216731,".",".",".",0,0
"ARG",200,"f",37,"1","E",1,7,1990,"O",213732,".",".",".",0,0
"ARG",200,"f",38,"1","E",1,7,1990,"O",209800,".",".",".",0,0
"ARG",200,"f",39,"1","E",1,7,1990,"O",205222,".",".",".",0,0
"ARG",200,"f",40,"1","E",1,7,1990,"O",200632,".",".",".",0,0
"ARG",200,"f",41,"1","E",1,7,1990,"O",195997,".",".",".",0,0
"ARG",200,"f",42,"1","E",1,7,1990,"O",191212,".",".",".",0,0
"ARG",200,"f",43,"1","E",1,7,1990,"O",186318,".",".",".",0,0
"ARG",200,"f",44,"1","E",1,7,1990,"O",181418,".",".",".",0,0
"ARG",200,"f",45,"1","E",1,7,1990,"O",176562,".",".",".",0,0
"ARG",200,"f",46,"1","E",1,7,1990,"O",171730,".",".",".",0,0
"ARG",200,"f",47,"1","E",1,7,1990,"O",167425,".",".",".",0,0
"ARG",200,"f",48,"1","E",1,7,1990,"O",163903,".",".",".",0,0
"ARG",200,"f",49,"1","E",1,7,1990,"O",160977,".",".",".",0,0
"ARG",200,"f",50,"1","E",1,7,1990,"O",158136,".",".",".",0,0
"ARG",200,"f",51,"1","E",1,7,1990,"O",155396,".",".",".",0,0
"ARG",200,"f",52,"1","E",1,7,1990,"O",153147,".",".",".",0,0
"ARG",200,"f",53,"1","E",1,7,1990,"O",151503,".",".",".",0,0
"ARG",200,"f",54,"1","E",1,7,1990,"O",150269,".",".",".",0,0
"ARG",200,"f",55,"1","E",1,7,1990,"O",149053,".",".",".",0,0
"ARG",200,"f",56,"1","E",1,7,1990,"O",147839,".",".",".",0,0
"ARG",200,"f",57,"1","E",1,7,1990,"O",146650,".",".",".",0,0
"ARG",200,"f",58,"1","E",1,7,1990,"O",145428,".",".",".",0,0
"ARG",200,"f",59,"1","E",1,7,1990,"O",144080,".",".",".",0,0
"ARG",200,"f",60,"1","E",1,7,1990,"O",142629,".",".",".",0,0
"ARG",200,"f",61,"1","E",1,7,1990,"O",141139,".",".",".",0,0
"ARG",200,"f",62,"1","E",1,7,1990,"O",138863,".",".",".",0,0
"ARG",200,"f",63,"1","E",1,7,1990,"O",135456,".",".",".",0,0
"ARG",200,"f",64,"1","E",1,7,1990,"O",131241,".",".",".",0,0
"ARG",200,"f",65,"1","E",1,7,1990,"O",126937,".",".",".",0,0
"ARG",200,"f",66,"1","E",1,7,1990,"O",122456,".",".",".",0,0
"ARG",200,"f",67,"1","E",1,7,1990,"O",117767,".",".",".",0,0
"ARG",200,"f",68,"1","E",1,7,1990,"O",112945,".",".",".",0,0
"ARG",200,"f",69,"1","E",1,7,1990,"O",108017,".",".",".",0,0
"ARG",200,"f",70,"1","E",1,7,1990,"O",102980,".",".",".",0,0
"ARG",200,"f",71,"1","E",1,7,1990,"O",97891,".",".",".",0,0
"ARG",200,"f",72,"1","E",1,7,1990,"O",92805,".",".",".",0,0
"ARG",200,"f",73,"1","E",1,7,1990,"O",87769,".",".",".",0,0
"ARG",200,"f",74,"1","E",1,7,1990,"O",82827,".",".",".",0,0
"ARG",200,"f",75,"1","E",1,7,1990,"O",78027,".",".",".",0,0
"ARG",200,"f",76,"1","E",1,7,1990,"O",73414,".",".",".",0,0
"ARG",200,"f",77,"1","E",1,7,1990,"O",69034,".",".",".",0,0
"ARG",200,"f",78,"1","E",1,7,1990,"O",64934,".",".",".",0,0
"ARG",200,"f",79,"1","E",1,7,1990,"O",61159,".",".",".",0,0
"ARG",200,"f",80,"1","E",1,7,1990,"O",49657,".",".",".",0,0
"ARG",200,"f",81,"1","E",1,7,1990,"O",36225,".",".",".",0,0
"ARG",200,"f",82,"1","E",1,7,1990,"O",35229,".",".",".",0,0
"ARG",200,"f",83,"1","E",1,7,1990,"O",31446,".",".",".",0,0
"ARG",200,"f",84,"1","E",1,7,1990,"O",26977,".",".",".",0,0
"ARG",200,"f",85,"1","E",1,7,1990,"O",22676,".",".",".",0,0
"ARG",200,"f",86,"1","E",1,7,1990,"O",19871,".",".",".",0,0
"ARG",200,"f",87,"1","E",1,7,1990,"O",15937,".",".",".",0,0
"ARG",200,"f",88,"1","E",1,7,1990,"O",12248,".",".",".",0,0
"ARG",200,"f",89,"1","E",1,7,1990,"O",9968,".",".",".",0,0
"ARG",200,"f",90,"1","E",1,7,1990,"O",9023,".",".",".",0,0
"ARG",200,"f",91,"1","E",1,7,1990,"O",6935,".",".",".",0,0
"ARG",200,"f",92,"1","E",1,7,1990,"O",4078,".",".",".",0,0
"ARG",200,"f",93,"1","E",1,7,1990,"O",4123,".",".",".",0,0
"ARG",200,"f",94,"1","E",1,7,1990,"O",2424,".",".",".",0,0
"ARG",200,"f",95,"1","E",1,7,1990,"O",1841,".",".",".",0,0
"ARG",200,"f",96,"1","E",1,7,1990,"O",1300,".",".",".",0,0
"ARG",200,"f",97,"1","E",1,7,1990,"O",887,".",".",".",0,0
"ARG",200,"f",98,"1","E",1,7,1990,"O",642,".",".",".",0,0
"ARG",200,"f",99,"+","E",1,7,1990,"O",2005,".",".",".",0,0
"ARG",200,"m",0,"1","E",1,7,2001,"O",342095,".",".",".",0,0
"ARG",200,"m",1,"1","E",1,7,2001,"O",346009,".",".",".",0,0
"ARG",200,"m",2,"1","E",1,7,2001,"O",349095,".",".",".",0,0
"ARG",200,"m",3,"1","E",1,7,2001,"O",351403,".",".",".",0,0
"ARG",200,"m",4,"1","E",1,7,2001,"O",352983,".",".",".",0,0
"ARG",200,"m",5,"1","E",1,7,2001,"O",353886,".",".",".",0,0
"ARG",200,"m",6,"1","E",1,7,2001,"O",354162,".",".",".",0,0
"ARG",200,"m",7,"1","E",1,7,2001,"O",353861,".",".",".",0,0
"ARG",200,"m",8,"1","E",1,7,2001,"O",353035,".",".",".",0,0
"ARG",200,"m",9,"1","E",1,7,2001,"O",351733,".",".",".",0,0
"ARG",200,"m",10,"1","E",1,7,2001,"O",350160,".",".",".",0,0
"ARG",200,"m",11,"1","E",1,7,2001,"O",348521,".",".",".",0,0
"ARG",200,"m",12,"1","E",1,7,2001,"O",346095,".",".",".",0,0
"ARG",200,"m",13,"1","E",1,7,2001,"O",342624,".",".",".",0,0
"ARG",200,"m",14,"1","E",1,7,2001,"O",338621,".",".",".",0,0
"ARG",200,"m",15,"1","E",1,7,2001,"O",334299,".",".",".",0,0
"ARG",200,"m",16,"1","E",1,7,2001,"O",328946,".",".",".",0,0
"ARG",200,"m",17,"1","E",1,7,2001,"O",326427,".",".",".",0,0
"ARG",200,"m",18,"1","E",1,7,2001,"O",328471,".",".",".",0,0
"ARG",200,"m",19,"1","E",1,7,2001,"O",332996,".",".",".",0,0
"ARG",200,"m",20,"1","E",1,7,2001,"O",336656,".",".",".",0,0
"ARG",200,"m",21,"1","E",1,7,2001,"O",340684,".",".",".",0,0
"ARG",200,"m",22,"1","E",1,7,2001,"O",340145,".",".",".",0,0
"ARG",200,"m",23,"1","E",1,7,2001,"O",332426,".",".",".",0,0
"ARG",200,"m",24,"1","E",1,7,2001,"O",320051,".",".",".",0,0
"ARG",200,"m",25,"1","E",1,7,2001,"O",308275,".",".",".",0,0
"ARG",200,"m",26,"1","E",1,7,2001,"O",296184,".",".",".",0,0
"ARG",200,"m",27,"1","E",1,7,2001,"O",284996,".",".",".",0,0
"ARG",200,"m",28,"1","E",1,7,2001,"O",275891,".",".",".",0,0
"ARG",200,"m",29,"1","E",1,7,2001,"O",268272,".",".",".",0,0
"ARG",200,"m",30,"1","E",1,7,2001,"O",260191,".",".",".",0,0
"ARG",200,"m",31,"1","E",1,7,2001,"O",251830,".",".",".",0,0
"ARG",200,"m",32,"1","E",1,7,2001,"O",245096,".",".",".",0,0
"ARG",200,"m",33,"1","E",1,7,2001,"O",240679,".",".",".",0,0
"ARG",200,"m",34,"1","E",1,7,2001,"O",237830,".",".",".",0,0
"ARG",200,"m",35,"1","E",1,7,2001,"O",235148,".",".",".",0,0
"ARG",200,"m",36,"1","E",1,7,2001,"O",232956,".",".",".",0,0
"ARG",200,"m",37,"1","E",1,7,2001,"O",230322,".",".",".",0,0
"ARG",200,"m",38,"1","E",1,7,2001,"O",226655,".",".",".",0,0
"ARG",200,"m",39,"1","E",1,7,2001,"O",222409,".",".",".",0,0
"ARG",200,"m",40,"1","E",1,7,2001,"O",218513,".",".",".",0,0
"ARG",200,"m",41,"1","E",1,7,2001,"O",214641,".",".",".",0,0
"ARG",200,"m",42,"1","E",1,7,2001,"O",211385,".",".",".",0,0
"ARG",200,"m",43,"1","E",1,7,2001,"O",209085,".",".",".",0,0
"ARG",200,"m",44,"1","E",1,7,2001,"O",207320,".",".",".",0,0
"ARG",200,"m",45,"1","E",1,7,2001,"O",205371,".",".",".",0,0
"ARG",200,"m",46,"1","E",1,7,2001,"O",203438,".",".",".",0,0
"ARG",200,"m",47,"1","E",1,7,2001,"O",200741,".",".",".",0,0
"ARG",200,"m",48,"1","E",1,7,2001,"O",196835,".",".",".",0,0
"ARG",200,"m",49,"1","E",1,7,2001,"O",192095,".",".",".",0,0
"ARG",200,"m",50,"1","E",1,7,2001,"O",187381,".",".",".",0,0
"ARG",200,"m",51,"1","E",1,7,2001,"O",182578,".",".",".",0,0
"ARG",200,"m",52,"1","E",1,7,2001,"O",177571,".",".",".",0,0
"ARG",200,"m",53,"1","E",1,7,2001,"O",172407,".",".",".",0,0
"ARG",200,"m",54,"1","E",1,7,2001,"O",167132,".",".",".",0,0
"ARG",200,"m",55,"1","E",1,7,2001,"O",161768,".",".",".",0,0
"ARG",200,"m",56,"1","E",1,7,2001,"O",156342,".",".",".",0,0
"ARG",200,"m",57,"1","E",1,7,2001,"O",151000,".",".",".",0,0
"ARG",200,"m",58,"1","E",1,7,2001,"O",145827,".",".",".",0,0
"ARG",200,"m",59,"1","E",1,7,2001,"O",140810,".",".",".",0,0
"ARG",200,"m",60,"1","E",1,7,2001,"O",135802,".",".",".",0,0
"ARG",200,"m",61,"1","E",1,7,2001,"O",130776,".",".",".",0,0
"ARG",200,"m",62,"1","E",1,7,2001,"O",126145,".",".",".",0,0
"ARG",200,"m",63,"1","E",1,7,2001,"O",122079,".",".",".",0,0
"ARG",200,"m",64,"1","E",1,7,2001,"O",118387,".",".",".",0,0
"ARG",200,"m",65,"1","E",1,7,2001,"O",114647,".",".",".",0,0
"ARG",200,"m",66,"1","E",1,7,2001,"O",110878,".",".",".",0,0
"ARG",200,"m",67,"1","E",1,7,2001,"O",107143,".",".",".",0,0
"ARG",200,"m",68,"1","E",1,7,2001,"O",103410,".",".",".",0,0
"ARG",200,"m",69,"1","E",1,7,2001,"O",99608,".",".",".",0,0
"ARG",200,"m",70,"1","E",1,7,2001,"O",95648,".",".",".",0,0
"ARG",200,"m",71,"1","E",1,7,2001,"O",91482,".",".",".",0,0
"ARG",200,"m",72,"1","E",1,7,2001,"O",87062,".",".",".",0,0
"ARG",200,"m",73,"1","E",1,7,2001,"O",82335,".",".",".",0,0
"ARG",200,"m",74,"1","E",1,7,2001,"O",77246,".",".",".",0,0
"ARG",200,"m",75,"1","E",1,7,2001,"O",71740,".",".",".",0,0
"ARG",200,"m",76,"1","E",1,7,2001,"O",65763,".",".",".",0,0
"ARG",200,"m",77,"1","E",1,7,2001,"O",59261,".",".",".",0,0
"ARG",200,"m",78,"1","E",1,7,2001,"O",52179,".",".",".",0,0
"ARG",200,"m",79,"1","E",1,7,2001,"O",44462,".",".",".",0,0
"ARG",200,"m",80,"1","E",1,7,2001,"O",39263,".",".",".",0,0
"ARG",200,"m",81,"1","E",1,7,2001,"O",32454,".",".",".",0,0
"ARG",200,"m",82,"1","E",1,7,2001,"O",27875,".",".",".",0,0
"ARG",200,"m",83,"1","E",1,7,2001,"O",23324,".",".",".",0,0
"ARG",200,"m",84,"1","E",1,7,2001,"O",20033,".",".",".",0,0
"ARG",200,"m",85,"1","E",1,7,2001,"O",17466,".",".",".",0,0
"ARG",200,"m",86,"1","E",1,7,2001,"O",15270,".",".",".",0,0
"ARG",200,"m",87,"1","E",1,7,2001,"O",13033,".",".",".",0,0
"ARG",200,"m",88,"1","E",1,7,2001,"O",10202,".",".",".",0,0
"ARG",200,"m",89,"1","E",1,7,2001,"O",8270,".",".",".",0,0
"ARG",200,"m",90,"1","E",1,7,2001,"O",6496,".",".",".",0,0
"ARG",200,"m",91,"1","E",1,7,2001,"O",4613,".",".",".",0,0
"ARG",200,"m",92,"1","E",1,7,2001,"O",3786,".",".",".",0,0
"ARG",200,"m",93,"1","E",1,7,2001,"O",2664,".",".",".",0,0
"ARG",200,"m",94,"1","E",1,7,2001,"O",1931,".",".",".",0,0
"ARG",200,"m",95,"1","E",1,7,2001,"O",1345,".",".",".",0,0
"ARG",200,"m",96,"1","E",1,7,2001,"O",971,".",".",".",0,0
"ARG",200,"m",97,"1","E",1,7,2001,"O",673,".",".",".",0,0
"ARG",200,"m",98,"1","E",1,7,2001,"O",426,".",".",".",0,0
"ARG",200,"m",99,"1","E",1,7,2001,"O",419,".",".",".",0,0
"ARG",200,"m",100,"+","E",1,7,2001,"O",326,".",".",".",0,0
"ARG",200,"f",0,"1","E",1,7,2001,"O",330121,".",".",".",0,0
"ARG",200,"f",1,"1","E",1,7,2001,"O",334177,".",".",".",0,0
"ARG",200,"f",2,"1","E",1,7,2001,"O",337362,".",".",".",0,0
"ARG",200,"f",3,"1","E",1,7,2001,"O",339735,".",".",".",0,0
"ARG",200,"f",4,"1","E",1,7,2001,"O",341357,".",".",".",0,0
"ARG",200,"f",5,"1","E",1,7,2001,"O",342288,".",".",".",0,0
"ARG",200,"f",6,"1","E",1,7,2001,"O",342589,".",".",".",0,0
"ARG",200,"f",7,"1","E",1,7,2001,"O",342320,".",".",".",0,0
"ARG",200,"f",8,"1","E",1,7,2001,"O",341542,".",".",".",0,0
"ARG",200,"f",9,"1","E",1,7,2001,"O",340315,".",".",".",0,0
"ARG",200,"f",10,"1","E",1,7,2001,"O",338840,".",".",".",0,0
"ARG",200,"f",11,"1","E",1,7,2001,"O",337318,".",".",".",0,0
"ARG",200,"f",12,"1","E",1,7,2001,"O",335107,".",".",".",0,0
"ARG",200,"f",13,"1","E",1,7,2001,"O",331985,".",".",".",0,0
"ARG",200,"f",14,"1","E",1,7,2001,"O",328436,".",".",".",0,0
"ARG",200,"f",15,"1","E",1,7,2001,"O",324587,".",".",".",0,0
"ARG",200,"f",16,"1","E",1,7,2001,"O",319724,".",".",".",0,0
"ARG",200,"f",17,"1","E",1,7,2001,"O",317784,".",".",".",0,0
"ARG",200,"f",18,"1","E",1,7,2001,"O",320518,".",".",".",0,0
"ARG",200,"f",19,"1","E",1,7,2001,"O",325802,".",".",".",0,0
"ARG",200,"f",20,"1","E",1,7,2001,"O",330227,".",".",".",0,0
"ARG",200,"f",21,"1","E",1,7,2001,"O",335040,".",".",".",0,0
"ARG",200,"f",22,"1","E",1,7,2001,"O",335223,".",".",".",0,0
"ARG",200,"f",23,"1","E",1,7,2001,"O",328115,".",".",".",0,0
"ARG",200,"f",24,"1","E",1,7,2001,"O",316273,".",".",".",0,0
"ARG",200,"f",25,"1","E",1,7,2001,"O",305045,".",".",".",0,0
"ARG",200,"f",26,"1","E",1,7,2001,"O",293520,".",".",".",0,0
"ARG",200,"f",27,"1","E",1,7,2001,"O",282811,".",".",".",0,0
"ARG",200,"f",28,"1","E",1,7,2001,"O",274062,".",".",".",0,0
"ARG",200,"f",29,"1","E",1,7,2001,"O",266731,".",".",".",0,0
"ARG",200,"f",30,"1","E",1,7,2001,"O",258986,".",".",".",0,0
"ARG",200,"f",31,"1","E",1,7,2001,"O",251023,".",".",".",0,0
"ARG",200,"f",32,"1","E",1,7,2001,"O",244684,".",".",".",0,0
"ARG",200,"f",33,"1","E",1,7,2001,"O",240652,".",".",".",0,0
"ARG",200,"f",34,"1","E",1,7,2001,"O",238234,".",".",".",0,0
"ARG",200,"f",35,"1","E",1,7,2001,"O",235984,".",".",".",0,0
"ARG",200,"f",36,"1","E",1,7,2001,"O",234107,".",".",".",0,0
"ARG",200,"f",37,"1","E",1,7,2001,"O",232373,".",".",".",0,0
"ARG",200,"f",38,"1","E",1,7,2001,"O",230496,".",".",".",0,0
"ARG",200,"f",39,"1","E",1,7,2001,"O",228549,".",".",".",0,0
"ARG",200,"f",40,"1","E",1,7,2001,"O",226844,".",".",".",0,0
"ARG",200,"f",41,"1","E",1,7,2001,"O",225260,".",".",".",0,0
"ARG",200,"f",42,"1","E",1,7,2001,"O",223543,".",".",".",0,0
"ARG",200,"f",43,"1","E",1,7,2001,"O",221576,".",".",".",0,0
"ARG",200,"f",44,"1","E",1,7,2001,"O",219356,".",".",".",0,0
"ARG",200,"f",45,"1","E",1,7,2001,"O",217043,".",".",".",0,0
"ARG",200,"f",46,"1","E",1,7,2001,"O",214663,".",".",".",0,0
"ARG",200,"f",47,"1","E",1,7,2001,"O",211662,".",".",".",0,0
"ARG",200,"f",48,"1","E",1,7,2001,"O",207799,".",".",".",0,0
"ARG",200,"f",49,"1","E",1,7,2001,"O",203314,".",".",".",0,0
"ARG",200,"f",50,"1","E",1,7,2001,"O",198769,".",".",".",0,0
"ARG",200,"f",51,"1","E",1,7,2001,"O",194148,".",".",".",0,0
"ARG",200,"f",52,"1","E",1,7,2001,"O",189245,".",".",".",0,0
"ARG",200,"f",53,"1","E",1,7,2001,"O",184047,".",".",".",0,0
"ARG",200,"f",54,"1","E",1,7,2001,"O",178695,".",".",".",0,0
"ARG",200,"f",55,"1","E",1,7,2001,"O",173345,".",".",".",0,0
"ARG",200,"f",56,"1","E",1,7,2001,"O",167966,".",".",".",0,0
"ARG",200,"f",57,"1","E",1,7,2001,"O",163000,".",".",".",0,0
"ARG",200,"f",58,"1","E",1,7,2001,"O",158684,".",".",".",0,0
"ARG",200,"f",59,"1","E",1,7,2001,"O",154861,".",".",".",0,0
"ARG",200,"f",60,"1","E",1,7,2001,"O",151069,".",".",".",0,0
"ARG",200,"f",61,"1","E",1,7,2001,"O",147321,".",".",".",0,0
"ARG",200,"f",62,"1","E",1,7,2001,"O",144034,".",".",".",0,0
"ARG",200,"f",63,"1","E",1,7,2001,"O",141345,".",".",".",0,0
"ARG",200,"f",64,"1","E",1,7,2001,"O",139051,".",".",".",0,0
"ARG",200,"f",65,"1","E",1,7,2001,"O",136733,".",".",".",0,0
"ARG",200,"f",66,"1","E",1,7,2001,"O",134381,".",".",".",0,0
"ARG",200,"f",67,"1","E",1,7,2001,"O",132052,".",".",".",0,0
"ARG",200,"f",68,"1","E",1,7,2001,"O",129703,".",".",".",0,0
"ARG",200,"f",69,"1","E",1,7,2001,"O",127231,".",".",".",0,0
"ARG",200,"f",70,"1","E",1,7,2001,"O",124499,".",".",".",0,0
"ARG",200,"f",71,"1","E",1,7,2001,"O",121441,".",".",".",0,0
"ARG",200,"f",72,"1","E",1,7,2001,"O",117988,".",".",".",0,0
"ARG",200,"f",73,"1","E",1,7,2001,"O",114062,".",".",".",0,0
"ARG",200,"f",74,"1","E",1,7,2001,"O",109584,".",".",".",0,0
"ARG",200,"f",75,"1","E",1,7,2001,"O",104474,".",".",".",0,0
"ARG",200,"f",76,"1","E",1,7,2001,"O",98655,".",".",".",0,0
"ARG",200,"f",77,"1","E",1,7,2001,"O",92046,".",".",".",0,0
"ARG",200,"f",78,"1","E",1,7,2001,"O",84569,".",".",".",0,0
"ARG",200,"f",79,"1","E",1,7,2001,"O",76146,".",".",".",0,0
"ARG",200,"f",80,"1","E",1,7,2001,"O",67146,".",".",".",0,0
"ARG",200,"f",81,"1","E",1,7,2001,"O",53761,".",".",".",0,0
"ARG",200,"f",82,"1","E",1,7,2001,"O",50681,".",".",".",0,0
"ARG",200,"f",83,"1","E",1,7,2001,"O",43721,".",".",".",0,0
"ARG",200,"f",84,"1","E",1,7,2001,"O",39441,".",".",".",0,0
"ARG",200,"f",85,"1","E",1,7,2001,"O",35674,".",".",".",0,0
"ARG",200,"f",86,"1","E",1,7,2001,"O",33268,".",".",".",0,0
"ARG",200,"f",87,"1","E",1,7,2001,"O",29453,".",".",".",0,0
"ARG",200,"f",88,"1","E",1,7,2001,"O",23602,".",".",".",0,0
"ARG",200,"f",89,"1","E",1,7,2001,"O",19641,".",".",".",0,0
"ARG",200,"f",90,"1","E",1,7,2001,"O",16643,".",".",".",0,0
"ARG",200,"f",91,"1","E",1,7,2001,"O",12287,".",".",".",0,0
"ARG",200,"f",92,"1","E",1,7,2001,"O",9701,".",".",".",0,0
"ARG",200,"f",93,"1","E",1,7,2001,"O",7332,".",".",".",0,0
"ARG",200,"f",94,"1","E",1,7,2001,"O",5682,".",".",".",0,0
"ARG",200,"f",95,"1","E",1,7,2001,"O",3815,".",".",".",0,0
"ARG",200,"f",96,"1","E",1,7,2001,"O",2949,".",".",".",0,0
"ARG",200,"f",97,"1","E",1,7,2001,"O",2075,".",".",".",0,0
"ARG",200,"f",98,"1","E",1,7,2001,"O",1377,".",".",".",0,0
"ARG",200,"f",99,"1","E",1,7,2001,"O",1083,".",".",".",0,0
"ARG",200,"f",100,"+","E",1,7,2001,"O",1369,".",".",".",0,0
